            h_S  h_OH  h_OHan      h_NO      h_NH  h_OA     h_SBH
t           NaN   NaN     NaN       NaN       NaN   NaN       NaN
t1178  0.189970   0.0     1.0  0.926503  0.967532   0.0  0.978704
t1179  0.189980   0.0     1.0  0.926478  0.967534   0.0  0.978706
t1180  0.189989   0.0     1.0  0.926452  0.967537   0.0  0.978707
t1181  0.189999   0.0     1.0  0.926427  0.967539   0.0  0.978708
t1182  0.190009   0.0     1.0  0.926401  0.967541   0.0  0.978710
t1183  0.190018   0.0     1.0  0.926376  0.967543   0.0  0.978711
t1184  0.190028   0.0     1.0  0.926351  0.967545   0.0  0.978712
t1185  0.190038   0.0     1.0  0.926325  0.967548   0.0  0.978714
t1186  0.190047   0.0     1.0  0.926300  0.967550   0.0  0.978715
t1187  0.190057   0.0     1.0  0.926274  0.967552   0.0  0.978717
t1188  0.190066   0.0     1.0  0.926249  0.967554   0.0  0.978718
t1189  0.190076   0.0     1.0  0.926224  0.967556   0.0  0.978719
t1190  0.190086   0.0     1.0  0.926198  0.967559   0.0  0.978721
t1191  0.190095   0.0     1.0  0.926173  0.967561   0.0  0.978722
t1192  0.190105   0.0     1.0  0.926148  0.967563   0.0  0.978723
t1193  0.190114   0.0     1.0  0.926122  0.967565   0.0  0.978725
t1194  0.190124   0.0     1.0  0.926097  0.967567   0.0  0.978726
t1195  0.190134   0.0     1.0  0.926072  0.967570   0.0  0.978728
t1196  0.190143   0.0     1.0  0.926046  0.967572   0.0  0.978729
t1197  0.190153   0.0     1.0  0.926021  0.967574   0.0  0.978730
t1198  0.190162   0.0     1.0  0.925996  0.967576   0.0  0.978732
t1199  0.190172   0.0     1.0  0.925971  0.967578   0.0  0.978733
t1200  0.190182   0.0     1.0  0.925945  0.967580   0.0  0.978734
t1201  0.190191   0.0     1.0  0.925920  0.967583   0.0  0.978736
t1202  0.190201   0.0     1.0  0.925895  0.967585   0.0  0.978737
t1203  0.190210   0.0     1.0  0.925869  0.967587   0.0  0.978738
t1204  0.190220   0.0     1.0  0.925844  0.967589   0.0  0.978740
t1205  0.190229   0.0     1.0  0.925819  0.967591   0.0  0.978741
t1206  0.190239   0.0     1.0  0.925794  0.967593   0.0  0.978743
t1207  0.190248   0.0     1.0  0.925768  0.967595   0.0  0.978744
t1208  0.190258   0.0     1.0  0.925743  0.967598   0.0  0.978745
t1209  0.190267   0.0     1.0  0.925718  0.967600   0.0  0.978747
t1210  0.190277   0.0     1.0  0.925693  0.967602   0.0  0.978748
t1211  0.190287   0.0     1.0  0.925667  0.967604   0.0  0.978749
t1212  0.190296   0.0     1.0  0.925642  0.967606   0.0  0.978751
t1213  0.190306   0.0     1.0  0.925617  0.967608   0.0  0.978752
t1214  0.190315   0.0     1.0  0.925592  0.967610   0.0  0.978753
t1215  0.190325   0.0     1.0  0.925567  0.967612   0.0  0.978755
t1216  0.190334   0.0     1.0  0.925541  0.967614   0.0  0.978756
t1217  0.190344   0.0     1.0  0.925516  0.967617   0.0  0.978757
t1218  0.190353   0.0     1.0  0.925491  0.967619   0.0  0.978759
t1219  0.190363   0.0     1.0  0.925466  0.967621   0.0  0.978760
t1220  0.190372   0.0     1.0  0.925441  0.967623   0.0  0.978761
t1221  0.190381   0.0     1.0  0.925416  0.967625   0.0  0.978763
t1222  0.190391   0.0     1.0  0.925390  0.967627   0.0  0.978764
t1223  0.190400   0.0     1.0  0.925365  0.967629   0.0  0.978765
t1224  0.190410   0.0     1.0  0.925340  0.967631   0.0  0.978767
t1225  0.190419   0.0     1.0  0.925315  0.967633   0.0  0.978768
t1226  0.190429   0.0     1.0  0.925290  0.967635   0.0  0.978769
t1227  0.190438   0.0     1.0  0.925265  0.967638   0.0  0.978771
t1228  0.190448   0.0     1.0  0.925240  0.967640   0.0  0.978772
t1229  0.190457   0.0     1.0  0.925215  0.967642   0.0  0.978774
t1230  0.190467   0.0     1.0  0.925190  0.967644   0.0  0.978775
t1231  0.190476   0.0     1.0  0.925164  0.967646   0.0  0.978776
t1232  0.190485   0.0     1.0  0.925139  0.967648   0.0  0.978778
t1233  0.190495   0.0     1.0  0.925114  0.967650   0.0  0.978779
t1234  0.190504   0.0     1.0  0.925089  0.967652   0.0  0.978780
t1235  0.190514   0.0     1.0  0.925064  0.967654   0.0  0.978782
t1236  0.190523   0.0     1.0  0.925039  0.967656   0.0  0.978783
t1237  0.190532   0.0     1.0  0.925014  0.967658   0.0  0.978784
t1238  0.190542   0.0     1.0  0.924989  0.967660   0.0  0.978786
t1239  0.190551   0.0     1.0  0.924964  0.967662   0.0  0.978787
t1240  0.190561   0.0     1.0  0.924939  0.967664   0.0  0.978788
t1241  0.190570   0.0     1.0  0.924914  0.967666   0.0  0.978789
t1242  0.190579   0.0     1.0  0.924889  0.967668   0.0  0.978791
t1243  0.190589   0.0     1.0  0.924864  0.967670   0.0  0.978792
t1244  0.190598   0.0     1.0  0.924839  0.967672   0.0  0.978793
t1245  0.190608   0.0     1.0  0.924814  0.967674   0.0  0.978795
t1246  0.190617   0.0     1.0  0.924789  0.967677   0.0  0.978796
t1247  0.190626   0.0     1.0  0.924764  0.967679   0.0  0.978797
t1248  0.190636   0.0     1.0  0.924739  0.967681   0.0  0.978799
t1249  0.190645   0.0     1.0  0.924714  0.967683   0.0  0.978800
t1250  0.190654   0.0     1.0  0.924689  0.967685   0.0  0.978801
t1251  0.190664   0.0     1.0  0.924664  0.967687   0.0  0.978803
t1252  0.190673   0.0     1.0  0.924639  0.967689   0.0  0.978804
t1253  0.190682   0.0     1.0  0.924614  0.967691   0.0  0.978805
t1254  0.190692   0.0     1.0  0.924589  0.967693   0.0  0.978807
t1255  0.190701   0.0     1.0  0.924564  0.967695   0.0  0.978808
t1256  0.190710   0.0     1.0  0.924540  0.967697   0.0  0.978809
t1257  0.190720   0.0     1.0  0.924515  0.967699   0.0  0.978811
t1258  0.190729   0.0     1.0  0.924490  0.967701   0.0  0.978812
t1259  0.190738   0.0     1.0  0.924465  0.967703   0.0  0.978813
t1260  0.190748   0.0     1.0  0.924440  0.967705   0.0  0.978815
t1261  0.190757   0.0     1.0  0.924415  0.967707   0.0  0.978816
t1262  0.190766   0.0     1.0  0.924390  0.967709   0.0  0.978817
t1263  0.190775   0.0     1.0  0.924365  0.967711   0.0  0.978819
t1264  0.190785   0.0     1.0  0.924341  0.967713   0.0  0.978820
t1265  0.190794   0.0     1.0  0.924316  0.967715   0.0  0.978821
t1266  0.190803   0.0     1.0  0.924291  0.967716   0.0  0.978822
t1267  0.190813   0.0     1.0  0.924266  0.967718   0.0  0.978824
t1268  0.190822   0.0     1.0  0.924241  0.967720   0.0  0.978825
t1269  0.190831   0.0     1.0  0.924216  0.967722   0.0  0.978826
t1270  0.190840   0.0     1.0  0.924192  0.967724   0.0  0.978828
t1271  0.190850   0.0     1.0  0.924167  0.967726   0.0  0.978829
t1272  0.190859   0.0     1.0  0.924142  0.967728   0.0  0.978830
t1273  0.190868   0.0     1.0  0.924117  0.967730   0.0  0.978832
t1274  0.190877   0.0     1.0  0.924092  0.967732   0.0  0.978833
t1275  0.190887   0.0     1.0  0.924068  0.967734   0.0  0.978834
t1276  0.190896   0.0     1.0  0.924043  0.967736   0.0  0.978835
t1277  0.190905   0.0     1.0  0.924018  0.967738   0.0  0.978837
t1278  0.190914   0.0     1.0  0.923993  0.967740   0.0  0.978838
t1279  0.190923   0.0     1.0  0.923969  0.967742   0.0  0.978839
t1280  0.190933   0.0     1.0  0.923944  0.967744   0.0  0.978841
t1281  0.190942   0.0     1.0  0.923919  0.967746   0.0  0.978842
t1282  0.190951   0.0     1.0  0.923894  0.967748   0.0  0.978843
t1283  0.190960   0.0     1.0  0.923870  0.967750   0.0  0.978845
t1284  0.190969   0.0     1.0  0.923845  0.967752   0.0  0.978846
t1285  0.190979   0.0     1.0  0.923820  0.967753   0.0  0.978847
t1286  0.190988   0.0     1.0  0.923795  0.967755   0.0  0.978848
t1287  0.190997   0.0     1.0  0.923771  0.967757   0.0  0.978850
t1288  0.191006   0.0     1.0  0.923746  0.967759   0.0  0.978851
t1289  0.191015   0.0     1.0  0.923721  0.967761   0.0  0.978852
t1290  0.191025   0.0     1.0  0.923697  0.967763   0.0  0.978854
t1291  0.191034   0.0     1.0  0.923672  0.967765   0.0  0.978855
t1292  0.191043   0.0     1.0  0.923647  0.967767   0.0  0.978856
t1293  0.191052   0.0     1.0  0.923623  0.967769   0.0  0.978857
t1294  0.191061   0.0     1.0  0.923598  0.967771   0.0  0.978859
t1295  0.191070   0.0     1.0  0.923573  0.967773   0.0  0.978860
t1296  0.191079   0.0     1.0  0.923549  0.967774   0.0  0.978861
t1297  0.191089   0.0     1.0  0.923524  0.967776   0.0  0.978863
t1298  0.191098   0.0     1.0  0.923500  0.967778   0.0  0.978864
t1299  0.191107   0.0     1.0  0.923475  0.967780   0.0  0.978865
t1300  0.191116   0.0     1.0  0.923450  0.967782   0.0  0.978866
t1301  0.191125   0.0     1.0  0.923426  0.967784   0.0  0.978868
t1302  0.191134   0.0     1.0  0.923401  0.967786   0.0  0.978869
t1303  0.191143   0.0     1.0  0.923377  0.967788   0.0  0.978870
t1304  0.191152   0.0     1.0  0.923352  0.967790   0.0  0.978872
t1305  0.191162   0.0     1.0  0.923328  0.967791   0.0  0.978873
t1306  0.191171   0.0     1.0  0.923303  0.967793   0.0  0.978874
t1307  0.191180   0.0     1.0  0.923278  0.967795   0.0  0.978875
t1308  0.191189   0.0     1.0  0.923254  0.967797   0.0  0.978877
t1309  0.191198   0.0     1.0  0.923229  0.967799   0.0  0.978878
t1310  0.191207   0.0     1.0  0.923205  0.967801   0.0  0.978879
t1311  0.191216   0.0     1.0  0.923180  0.967803   0.0  0.978881
t1312  0.191225   0.0     1.0  0.923156  0.967804   0.0  0.978882
t1313  0.191234   0.0     1.0  0.923131  0.967806   0.0  0.978883
t1314  0.191243   0.0     1.0  0.923107  0.967808   0.0  0.978884
t1315  0.191252   0.0     1.0  0.923082  0.967810   0.0  0.978886
t1316  0.191261   0.0     1.0  0.923058  0.967812   0.0  0.978887
t1317  0.191270   0.0     1.0  0.923033  0.967814   0.0  0.978888
t1318  0.191279   0.0     1.0  0.923009  0.967815   0.0  0.978889
t1319  0.191289   0.0     1.0  0.922985  0.967817   0.0  0.978891
t1320  0.191298   0.0     1.0  0.922960  0.967819   0.0  0.978892
t1321  0.191307   0.0     1.0  0.922936  0.967821   0.0  0.978893
t1322  0.191316   0.0     1.0  0.922911  0.967823   0.0  0.978894
t1323  0.191325   0.0     1.0  0.922887  0.967825   0.0  0.978896
t1324  0.191334   0.0     1.0  0.922862  0.967826   0.0  0.978897
t1325  0.191343   0.0     1.0  0.922838  0.967828   0.0  0.978898
t1326  0.191352   0.0     1.0  0.922814  0.967830   0.0  0.978900
t1327  0.191361   0.0     1.0  0.922789  0.967832   0.0  0.978901
t1328  0.191370   0.0     1.0  0.922765  0.967834   0.0  0.978902
t1329  0.191379   0.0     1.0  0.922740  0.967836   0.0  0.978903
t1330  0.191388   0.0     1.0  0.922716  0.967837   0.0  0.978905
t1331  0.191397   0.0     1.0  0.922692  0.967839   0.0  0.978906
t1332  0.191406   0.0     1.0  0.922667  0.967841   0.0  0.978907
t1333  0.191415   0.0     1.0  0.922643  0.967843   0.0  0.978908
t1334  0.191424   0.0     1.0  0.922619  0.967845   0.0  0.978910
t1335  0.191433   0.0     1.0  0.922594  0.967846   0.0  0.978911
t1336  0.191442   0.0     1.0  0.922570  0.967848   0.0  0.978912
t1337  0.191451   0.0     1.0  0.922546  0.967850   0.0  0.978913
t1338  0.191459   0.0     1.0  0.922521  0.967852   0.0  0.978915
t1339  0.191468   0.0     1.0  0.922497  0.967854   0.0  0.978916
t1340  0.191477   0.0     1.0  0.922473  0.967855   0.0  0.978917
t1341  0.191486   0.0     1.0  0.922448  0.967857   0.0  0.978918
t1342  0.191495   0.0     1.0  0.922424  0.967859   0.0  0.978920
t1343  0.191504   0.0     1.0  0.922400  0.967861   0.0  0.978921
t1344  0.191513   0.0     1.0  0.922376  0.967862   0.0  0.978922
t1345  0.191522   0.0     1.0  0.922351  0.967864   0.0  0.978923
t1346  0.191531   0.0     1.0  0.922327  0.967866   0.0  0.978925
t1347  0.191540   0.0     1.0  0.922303  0.967868   0.0  0.978926
t1348  0.191549   0.0     1.0  0.922279  0.967870   0.0  0.978927
t1349  0.191558   0.0     1.0  0.922254  0.967871   0.0  0.978928
t1350  0.191567   0.0     1.0  0.922230  0.967873   0.0  0.978930
t1351  0.191576   0.0     1.0  0.922206  0.967875   0.0  0.978931
t1352  0.191584   0.0     1.0  0.922182  0.967877   0.0  0.978932
t1353  0.191593   0.0     1.0  0.922158  0.967878   0.0  0.978933
t1354  0.191602   0.0     1.0  0.922133  0.967880   0.0  0.978935
t1355  0.191611   0.0     1.0  0.922109  0.967882   0.0  0.978936
t1356  0.191620   0.0     1.0  0.922085  0.967884   0.0  0.978937
t1357  0.191629   0.0     1.0  0.922061  0.967885   0.0  0.978938
t1358  0.191638   0.0     1.0  0.922037  0.967887   0.0  0.978939
t1359  0.191647   0.0     1.0  0.922013  0.967889   0.0  0.978941
t1360  0.191655   0.0     1.0  0.921988  0.967891   0.0  0.978942
t1361  0.191664   0.0     1.0  0.921964  0.967892   0.0  0.978943
t1362  0.191673   0.0     1.0  0.921940  0.967894   0.0  0.978944
t1363  0.191682   0.0     1.0  0.921916  0.967896   0.0  0.978946
t1364  0.191691   0.0     1.0  0.921892  0.967897   0.0  0.978947
t1365  0.191700   0.0     1.0  0.921868  0.967899   0.0  0.978948
t1366  0.191708   0.0     1.0  0.921844  0.967901   0.0  0.978949
t1367  0.191717   0.0     1.0  0.921820  0.967903   0.0  0.978951
t1368  0.191726   0.0     1.0  0.921796  0.967904   0.0  0.978952
t1369  0.191735   0.0     1.0  0.921772  0.967906   0.0  0.978953
t1370  0.191744   0.0     1.0  0.921748  0.967908   0.0  0.978954
t1371  0.191753   0.0     1.0  0.921724  0.967910   0.0  0.978956
t1372  0.191761   0.0     1.0  0.921699  0.967911   0.0  0.978957
t1373  0.191770   0.0     1.0  0.921675  0.967913   0.0  0.978958
t1374  0.191779   0.0     1.0  0.921651  0.967915   0.0  0.978959
t1375  0.191788   0.0     1.0  0.921627  0.967916   0.0  0.978960
t1376  0.191797   0.0     1.0  0.921603  0.967918   0.0  0.978962
t1377  0.191805   0.0     1.0  0.921579  0.967920   0.0  0.978963
t1378  0.191814   0.0     1.0  0.921555  0.967921   0.0  0.978964
t1379  0.191823   0.0     1.0  0.921531  0.967923   0.0  0.978965
t1380  0.191832   0.0     1.0  0.921507  0.967925   0.0  0.978967
t1381  0.191840   0.0     1.0  0.921483  0.967927   0.0  0.978968
t1382  0.191849   0.0     1.0  0.921460  0.967928   0.0  0.978969
t1383  0.191858   0.0     1.0  0.921436  0.967930   0.0  0.978970
t1384  0.191867   0.0     1.0  0.921412  0.967932   0.0  0.978971
t1385  0.191876   0.0     1.0  0.921388  0.967933   0.0  0.978973
t1386  0.191884   0.0     1.0  0.921364  0.967935   0.0  0.978974
t1387  0.191893   0.0     1.0  0.921340  0.967937   0.0  0.978975
t1388  0.191902   0.0     1.0  0.921316  0.967938   0.0  0.978976
t1389  0.191910   0.0     1.0  0.921292  0.967940   0.0  0.978977
t1390  0.191919   0.0     1.0  0.921268  0.967942   0.0  0.978979
t1391  0.191928   0.0     1.0  0.921244  0.967943   0.0  0.978980
t1392  0.191937   0.0     1.0  0.921220  0.967945   0.0  0.978981
t1393  0.191945   0.0     1.0  0.921196  0.967947   0.0  0.978982
t1394  0.191954   0.0     1.0  0.921173  0.967948   0.0  0.978984
t1395  0.191963   0.0     1.0  0.921149  0.967950   0.0  0.978985
t1396  0.191971   0.0     1.0  0.921125  0.967952   0.0  0.978986
t1397  0.191980   0.0     1.0  0.921101  0.967953   0.0  0.978987
t1398  0.191989   0.0     1.0  0.921077  0.967955   0.0  0.978988
t1399  0.191998   0.0     1.0  0.921053  0.967957   0.0  0.978990
t1400  0.192006   0.0     1.0  0.921030  0.967958   0.0  0.978991
t1401  0.192015   0.0     1.0  0.921006  0.967960   0.0  0.978992
t1402  0.192024   0.0     1.0  0.920982  0.967962   0.0  0.978993
t1403  0.192032   0.0     1.0  0.920958  0.967963   0.0  0.978994
t1404  0.192041   0.0     1.0  0.920934  0.967965   0.0  0.978996
t1405  0.192050   0.0     1.0  0.920911  0.967966   0.0  0.978997
t1406  0.192058   0.0     1.0  0.920887  0.967968   0.0  0.978998
t1407  0.192067   0.0     1.0  0.920863  0.967970   0.0  0.978999
t1408  0.192076   0.0     1.0  0.920839  0.967971   0.0  0.979000
t1409  0.192084   0.0     1.0  0.920816  0.967973   0.0  0.979002
t1410  0.192093   0.0     1.0  0.920792  0.967975   0.0  0.979003
t1411  0.192102   0.0     1.0  0.920768  0.967976   0.0  0.979004
t1412  0.192110   0.0     1.0  0.920745  0.967978   0.0  0.979005
t1413  0.192119   0.0     1.0  0.920721  0.967979   0.0  0.979006
t1414  0.192127   0.0     1.0  0.920697  0.967981   0.0  0.979008
t1415  0.192136   0.0     1.0  0.920673  0.967983   0.0  0.979009
t1416  0.192145   0.0     1.0  0.920650  0.967984   0.0  0.979010
t1417  0.192153   0.0     1.0  0.920626  0.967986   0.0  0.979011
t1418  0.192162   0.0     1.0  0.920602  0.967988   0.0  0.979012
t1419  0.192170   0.0     1.0  0.920579  0.967989   0.0  0.979014
t1420  0.192179   0.0     1.0  0.920555  0.967991   0.0  0.979015
t1421  0.192188   0.0     1.0  0.920531  0.967992   0.0  0.979016
t1422  0.192196   0.0     1.0  0.920508  0.967994   0.0  0.979017
t1423  0.192205   0.0     1.0  0.920484  0.967996   0.0  0.979018
t1424  0.192213   0.0     1.0  0.920461  0.967997   0.0  0.979020
t1425  0.192222   0.0     1.0  0.920437  0.967999   0.0  0.979021
t1426  0.192231   0.0     1.0  0.920413  0.968000   0.0  0.979022
t1427  0.192239   0.0     1.0  0.920390  0.968002   0.0  0.979023
t1428  0.192248   0.0     1.0  0.920366  0.968003   0.0  0.979024
t1429  0.192256   0.0     1.0  0.920343  0.968005   0.0  0.979025
t1430  0.192265   0.0     1.0  0.920319  0.968007   0.0  0.979027
t1431  0.192273   0.0     1.0  0.920296  0.968008   0.0  0.979028
t1432  0.192282   0.0     1.0  0.920272  0.968010   0.0  0.979029
t1433  0.192290   0.0     1.0  0.920248  0.968011   0.0  0.979030
t1434  0.192299   0.0     1.0  0.920225  0.968013   0.0  0.979031
t1435  0.192308   0.0     1.0  0.920201  0.968015   0.0  0.979033
t1436  0.192316   0.0     1.0  0.920178  0.968016   0.0  0.979034
t1437  0.192325   0.0     1.0  0.920154  0.968018   0.0  0.979035
t1438  0.192333   0.0     1.0  0.920131  0.968019   0.0  0.979036
t1439  0.192342   0.0     1.0  0.920107  0.968021   0.0  0.979037
t1440  0.192350   0.0     1.0  0.920084  0.968022   0.0  0.979038
t1441  0.192359   0.0     1.0  0.920060  0.968024   0.0  0.979040
t1442  0.192367   0.0     1.0  0.920037  0.968026   0.0  0.979041
t1443  0.192376   0.0     1.0  0.920014  0.968027   0.0  0.979042
t1444  0.192384   0.0     1.0  0.919990  0.968029   0.0  0.979043
t1445  0.192393   0.0     1.0  0.919967  0.968030   0.0  0.979044
t1446  0.192401   0.0     1.0  0.919943  0.968032   0.0  0.979046
t1447  0.192410   0.0     1.0  0.919920  0.968033   0.0  0.979047
t1448  0.192418   0.0     1.0  0.919896  0.968035   0.0  0.979048
t1449  0.192427   0.0     1.0  0.919873  0.968036   0.0  0.979049
t1450  0.192435   0.0     1.0  0.919850  0.968038   0.0  0.979050
t1451  0.192444   0.0     1.0  0.919826  0.968039   0.0  0.979051
t1452  0.192452   0.0     1.0  0.919803  0.968041   0.0  0.979053
t1453  0.192460   0.0     1.0  0.919780  0.968043   0.0  0.979054
t1454  0.192469   0.0     1.0  0.919756  0.968044   0.0  0.979055
t1455  0.192477   0.0     1.0  0.919733  0.968046   0.0  0.979056
t1456  0.192486   0.0     1.0  0.919710  0.968047   0.0  0.979057
t1457  0.192494   0.0     1.0  0.919686  0.968049   0.0  0.979058
t1458  0.192503   0.0     1.0  0.919663  0.968050   0.0  0.979060
t1459  0.192511   0.0     1.0  0.919640  0.968052   0.0  0.979061
t1460  0.192519   0.0     1.0  0.919616  0.968053   0.0  0.979062
t1461  0.192528   0.0     1.0  0.919593  0.968055   0.0  0.979063
t1462  0.192536   0.0     1.0  0.919570  0.968056   0.0  0.979064
t1463  0.192545   0.0     1.0  0.919546  0.968058   0.0  0.979065
t1464  0.192553   0.0     1.0  0.919523  0.968059   0.0  0.979067
t1465  0.192562   0.0     1.0  0.919500  0.968061   0.0  0.979068
t1466  0.192570   0.0     1.0  0.919477  0.968062   0.0  0.979069
t1467  0.192578   0.0     1.0  0.919453  0.968064   0.0  0.979070
t1468  0.192587   0.0     1.0  0.919430  0.968065   0.0  0.979071
t1469  0.192595   0.0     1.0  0.919407  0.968067   0.0  0.979072
t1470  0.192604   0.0     1.0  0.919384  0.968068   0.0  0.979073
t1471  0.192612   0.0     1.0  0.919361  0.968070   0.0  0.979075
t1472  0.192620   0.0     1.0  0.919337  0.968071   0.0  0.979076
t1473  0.192629   0.0     1.0  0.919314  0.968073   0.0  0.979077
t1474  0.192637   0.0     1.0  0.919291  0.968074   0.0  0.979078
t1475  0.192645   0.0     1.0  0.919268  0.968076   0.0  0.979079
t1476  0.192654   0.0     1.0  0.919245  0.968077   0.0  0.979080
t1477  0.192662   0.0     1.0  0.919221  0.968079   0.0  0.979082
t1478  0.192670   0.0     1.0  0.919198  0.968080   0.0  0.979083
t1479  0.192679   0.0     1.0  0.919175  0.968082   0.0  0.979084
t1480  0.192687   0.0     1.0  0.919152  0.968083   0.0  0.979085
t1481  0.192695   0.0     1.0  0.919129  0.968085   0.0  0.979086
t1482  0.192704   0.0     1.0  0.919106  0.968086   0.0  0.979087
t1483  0.192712   0.0     1.0  0.919083  0.968088   0.0  0.979088
t1484  0.192720   0.0     1.0  0.919060  0.968089   0.0  0.979090
t1485  0.192729   0.0     1.0  0.919037  0.968091   0.0  0.979091
t1486  0.192737   0.0     1.0  0.919013  0.968092   0.0  0.979092
t1487  0.192745   0.0     1.0  0.918990  0.968094   0.0  0.979093
t1488  0.192754   0.0     1.0  0.918967  0.968095   0.0  0.979094
t1489  0.192762   0.0     1.0  0.918944  0.968096   0.0  0.979095
t1490  0.192770   0.0     1.0  0.918921  0.968098   0.0  0.979096
t1491  0.192779   0.0     1.0  0.918898  0.968099   0.0  0.979098
t1492  0.192787   0.0     1.0  0.918875  0.968101   0.0  0.979099
t1493  0.192795   0.0     1.0  0.918852  0.968102   0.0  0.979100
t1494  0.192803   0.0     1.0  0.918829  0.968104   0.0  0.979101
t1495  0.192812   0.0     1.0  0.918806  0.968105   0.0  0.979102
t1496  0.192820   0.0     1.0  0.918783  0.968107   0.0  0.979103
t1497  0.192828   0.0     1.0  0.918760  0.968108   0.0  0.979104
t1498  0.192837   0.0     1.0  0.918737  0.968110   0.0  0.979106
t1499  0.192845   0.0     1.0  0.918714  0.968111   0.0  0.979107
t1500  0.192853   0.0     1.0  0.918691  0.968112   0.0  0.979108
t1501  0.192861   0.0     1.0  0.918668  0.968114   0.0  0.979109
t1502  0.192870   0.0     1.0  0.918646  0.968115   0.0  0.979110
t1503  0.192878   0.0     1.0  0.918623  0.968117   0.0  0.979111
t1504  0.192886   0.0     1.0  0.918600  0.968118   0.0  0.979112
t1505  0.192894   0.0     1.0  0.918577  0.968120   0.0  0.979114
t1506  0.192902   0.0     1.0  0.918554  0.968121   0.0  0.979115
t1507  0.192911   0.0     1.0  0.918531  0.968122   0.0  0.979116
t1508  0.192919   0.0     1.0  0.918508  0.968124   0.0  0.979117
t1509  0.192927   0.0     1.0  0.918485  0.968125   0.0  0.979118
t1510  0.192935   0.0     1.0  0.918462  0.968127   0.0  0.979119
t1511  0.192944   0.0     1.0  0.918440  0.968128   0.0  0.979120
t1512  0.192952   0.0     1.0  0.918417  0.968130   0.0  0.979121
t1513  0.192960   0.0     1.0  0.918394  0.968131   0.0  0.979123
t1514  0.192968   0.0     1.0  0.918371  0.968132   0.0  0.979124
t1515  0.192976   0.0     1.0  0.918348  0.968134   0.0  0.979125
t1516  0.192985   0.0     1.0  0.918325  0.968135   0.0  0.979126
t1517  0.192993   0.0     1.0  0.918303  0.968137   0.0  0.979127
t1518  0.193001   0.0     1.0  0.918280  0.968138   0.0  0.979128
t1519  0.193009   0.0     1.0  0.918257  0.968140   0.0  0.979129
t1520  0.193017   0.0     1.0  0.918234  0.968141   0.0  0.979130
t1521  0.193025   0.0     1.0  0.918212  0.968142   0.0  0.979132
t1522  0.193034   0.0     1.0  0.918189  0.968144   0.0  0.979133
t1523  0.193042   0.0     1.0  0.918166  0.968145   0.0  0.979134
t1524  0.193050   0.0     1.0  0.918143  0.968147   0.0  0.979135
t1525  0.193058   0.0     1.0  0.918121  0.968148   0.0  0.979136
t1526  0.193066   0.0     1.0  0.918098  0.968149   0.0  0.979137
t1527  0.193074   0.0     1.0  0.918075  0.968151   0.0  0.979138
t1528  0.193082   0.0     1.0  0.918052  0.968152   0.0  0.979139
t1529  0.193091   0.0     1.0  0.918030  0.968153   0.0  0.979140
t1530  0.193099   0.0     1.0  0.918007  0.968155   0.0  0.979142
t1531  0.193107   0.0     1.0  0.917984  0.968156   0.0  0.979143
t1532  0.193115   0.0     1.0  0.917962  0.968158   0.0  0.979144
t1533  0.193123   0.0     1.0  0.917939  0.968159   0.0  0.979145
t1534  0.193131   0.0     1.0  0.917917  0.968160   0.0  0.979146
t1535  0.193139   0.0     1.0  0.917894  0.968162   0.0  0.979147
t1536  0.193147   0.0     1.0  0.917871  0.968163   0.0  0.979148
t1537  0.193155   0.0     1.0  0.917849  0.968165   0.0  0.979149
t1538  0.193164   0.0     1.0  0.917826  0.968166   0.0  0.979150
t1539  0.193172   0.0     1.0  0.917803  0.968167   0.0  0.979152
t1540  0.193180   0.0     1.0  0.917781  0.968169   0.0  0.979153
t1541  0.193188   0.0     1.0  0.917758  0.968170   0.0  0.979154
t1542  0.193196   0.0     1.0  0.917736  0.968171   0.0  0.979155
t1543  0.193204   0.0     1.0  0.917713  0.968173   0.0  0.979156
t1544  0.193212   0.0     1.0  0.917691  0.968174   0.0  0.979157
t1545  0.193220   0.0     1.0  0.917668  0.968175   0.0  0.979158
t1546  0.193228   0.0     1.0  0.917646  0.968177   0.0  0.979159
t1547  0.193236   0.0     1.0  0.917623  0.968178   0.0  0.979160
t1548  0.193244   0.0     1.0  0.917601  0.968180   0.0  0.979162
t1549  0.193252   0.0     1.0  0.917578  0.968181   0.0  0.979163
t1550  0.193260   0.0     1.0  0.917556  0.968182   0.0  0.979164
t1551  0.193268   0.0     1.0  0.917533  0.968184   0.0  0.979165
t1552  0.193276   0.0     1.0  0.917511  0.968185   0.0  0.979166
t1553  0.193284   0.0     1.0  0.917488  0.968186   0.0  0.979167
t1554  0.193292   0.0     1.0  0.917466  0.968188   0.0  0.979168
t1555  0.193301   0.0     1.0  0.917443  0.968189   0.0  0.979169
t1556  0.193309   0.0     1.0  0.917421  0.968190   0.0  0.979170
t1557  0.193317   0.0     1.0  0.917398  0.968192   0.0  0.979171
t1558  0.193325   0.0     1.0  0.917376  0.968193   0.0  0.979173
t1559  0.193333   0.0     1.0  0.917354  0.968194   0.0  0.979174
t1560  0.193341   0.0     1.0  0.917331  0.968196   0.0  0.979175
t1561  0.193349   0.0     1.0  0.917309  0.968197   0.0  0.979176
t1562  0.193357   0.0     1.0  0.917286  0.968198   0.0  0.979177
t1563  0.193365   0.0     1.0  0.917264  0.968200   0.0  0.979178
t1564  0.193373   0.0     1.0  0.917242  0.968201   0.0  0.979179
